curso,turno,qualificacao_previa,nacionalidade,necessidades_especiais,mensalidade_em_dia,sexo,bolsista,aprovacoes,aproveitamentos,matriculas,media,indice_deseprego,indice_inflacao,PIB,STATUS
3,0,1,1,0,1,0,1,11,0,12,24.6333333333333,15.5,2.8,-4.06,1
14,1,1,1,0,1,0,1,11,5,15,24.6333333333333,12.7,3.7,-1.7,1
12,1,1,1,0,1,1,1,15,0,15,24.62375,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,13,0,14,24.6166666666667,13.9,-0.3,0.79,1
1,1,15,1,0,0,1,0,33,30,37,24.6136363636364,11.1,0.6,2.02,0
14,1,1,1,0,1,0,0,12,0,12,24.6111111111111,8.9,1.4,3.51,1
4,1,1,1,0,1,1,0,30,25,30,24.6068376068376,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,14,0,16,24.6,12.7,3.7,-1.7,1
8,1,1,1,0,1,0,0,7,0,10,24.6,9.4,-0.8,-3.12,1
5,1,1,1,0,0,0,0,8,0,12,24.6,10.8,1.4,1.74,0
10,1,1,1,0,1,0,0,7,0,12,24.6,7.6,2.6,0.32,1
8,1,1,1,0,1,1,0,9,0,10,24.6,9.4,-0.8,-3.12,1
14,1,12,1,0,1,1,1,9,0,12,24.6,11.1,0.6,2.02,1
9,1,1,1,1,1,1,0,10,0,10,24.6,16.2,0.3,-0.92,1
8,1,1,1,0,1,1,0,6,0,12,24.6,11.1,0.6,2.02,0
11,1,1,1,0,1,0,0,10,0,12,24.6,12.4,0.5,1.79,1
6,1,1,1,0,1,1,0,9,0,10,24.6,12.7,3.7,-1.7,1
8,1,1,1,0,0,1,0,9,0,12,24.6,8.9,1.4,3.51,0
15,1,1,1,0,1,0,0,11,0,12,24.6,11.1,0.6,2.02,1
1,1,1,1,0,1,1,0,7,7,18,24.6,12.4,0.5,1.79,1
10,1,1,1,0,1,0,0,11,0,12,24.5952380952381,13.9,-0.3,0.79,1
7,1,1,1,0,1,1,1,7,0,10,24.5833333333333,8.9,1.4,3.51,0
11,1,1,1,0,1,0,1,7,0,12,24.5833333333333,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,14,0,16,24.5714285714286,12.7,3.7,-1.7,1
10,1,1,1,0,1,1,0,8,0,12,24.5714285714286,16.2,0.3,-0.92,0
11,1,1,1,0,1,0,1,10,0,12,24.5666666666667,16.2,0.3,-0.92,1
15,1,1,1,0,1,0,1,11,0,12,24.5666666666667,9.4,-0.8,-3.12,0
12,1,12,1,0,1,0,0,8,0,14,24.5625,11.1,0.6,2.02,0
6,1,1,1,0,1,0,0,18,9,21,24.5555555555556,9.4,-0.8,-3.12,1
6,1,1,1,0,1,0,0,7,0,12,24.55,12.4,0.5,1.79,1
13,1,1,1,0,1,0,0,12,0,15,24.55,12.4,0.5,1.79,1
15,1,1,1,0,1,1,1,11,0,12,24.547619047619,13.9,-0.3,0.79,1
11,1,1,1,0,1,0,0,12,0,12,24.547619047619,8.9,1.4,3.51,1
6,1,1,1,0,1,0,0,10,0,10,24.5428571428571,9.4,-0.8,-3.12,1
15,1,6,1,0,1,0,0,19,13,20,24.5333333333333,7.6,2.6,0.32,1
15,1,1,1,0,1,1,0,11,0,12,24.5333333333333,12.7,3.7,-1.7,0
9,1,1,1,0,1,0,0,10,0,10,24.5333333333333,15.5,2.8,-4.06,1
3,0,3,1,0,1,0,1,11,0,12,24.5333333333333,9.4,-0.8,-3.12,1
4,1,1,1,0,1,0,0,21,11,24,24.5333333333333,15.5,2.8,-4.06,1
10,1,1,1,0,1,0,0,11,0,12,24.5333333333333,9.4,-0.8,-3.12,1
12,1,1,1,0,0,1,0,8,0,14,24.52,12.4,0.5,1.79,0
12,1,1,1,0,1,0,0,13,0,15,24.50625,12.4,0.5,1.79,1
14,1,1,1,0,0,0,1,9,0,12,24.5,12.4,0.5,1.79,0
11,1,1,1,0,1,0,1,12,0,12,24.5,13.9,-0.3,0.79,1
4,1,1,1,0,1,1,0,10,0,12,24.5,16.2,0.3,-0.92,1
15,1,1,1,0,1,0,1,12,0,12,24.5,12.7,3.7,-1.7,0
10,1,1,1,0,1,0,0,12,0,12,24.5,9.4,-0.8,-3.12,1
15,1,1,1,0,1,1,0,12,0,12,24.5,12.7,3.7,-1.7,1
14,1,1,1,0,1,0,0,7,0,10,24.5,7.6,2.6,0.32,1
10,1,3,1,0,1,0,0,12,0,12,24.5,10.8,1.4,1.74,1
9,1,1,1,0,1,1,0,9,0,10,24.5,15.5,2.8,-4.06,1
7,1,1,13,0,1,0,0,4,0,11,24.5,8.9,1.4,3.51,1
7,1,1,1,0,1,1,0,6,0,10,24.5,10.8,1.4,1.74,1
5,1,1,1,0,1,0,0,10,0,12,24.5,7.6,2.6,0.32,1
10,1,1,1,0,1,0,0,12,0,12,24.5,8.9,1.4,3.51,1
17,0,1,1,0,1,1,0,5,1,10,24.5,12.7,3.7,-1.7,0
16,1,1,1,0,1,0,0,9,0,12,24.5,12.7,3.7,-1.7,0
15,1,1,1,0,1,0,0,12,0,12,24.5,11.1,0.6,2.02,1
9,1,1,1,0,0,0,1,4,0,10,24.5,9.4,-0.8,-3.12,0
11,1,1,1,0,1,0,0,10,0,12,24.5,8.9,1.4,3.51,1
4,1,1,1,0,1,1,1,8,0,12,24.5,15.5,2.8,-4.06,1
16,1,1,1,0,1,1,1,12,0,12,24.5,7.6,2.6,0.32,1
3,0,1,1,0,1,0,0,12,0,12,24.5,10.8,1.4,1.74,1
6,1,1,1,0,1,0,0,8,0,10,24.5,12.7,3.7,-1.7,1
16,1,1,1,0,1,0,0,3,0,12,24.5,15.5,2.8,-4.06,0
10,1,1,1,0,0,0,0,3,0,12,24.5,9.4,-0.8,-3.12,0
14,1,1,1,0,0,1,0,8,0,12,24.5,10.8,1.4,1.74,0
6,1,14,1,0,1,1,0,6,3,12,24.5,12.4,0.5,1.79,0
10,1,14,1,0,1,0,0,5,5,12,24.5,12.4,0.5,1.79,1
4,1,14,1,0,1,1,0,7,0,12,24.5,12.4,0.5,1.79,1
12,1,3,1,0,1,0,0,12,0,16,24.5,12.7,3.7,-1.7,0
6,1,1,1,0,1,0,0,9,0,10,24.5,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,14,0,16,24.4857142857143,12.7,3.7,-1.7,1
3,0,1,1,0,1,0,0,16,12,18,24.4761904761905,9.4,-0.8,-3.12,1
5,1,1,1,0,1,0,0,11,0,12,24.4666666666667,16.2,0.3,-0.92,1
16,1,1,1,0,1,0,0,8,0,12,24.4666666666667,10.8,1.4,1.74,0
5,1,1,1,0,0,1,0,11,0,12,24.4666666666667,11.1,0.6,2.02,0
12,1,1,1,0,1,0,0,15,0,15,24.4642857142857,12.4,0.5,1.79,1
11,1,1,1,0,1,0,0,9,0,12,24.45,12.4,0.5,1.79,0
14,1,1,1,0,1,1,1,9,0,10,24.45,9.4,-0.8,-3.12,0
6,1,14,1,0,1,0,0,16,11,24,24.45,12.4,0.5,1.79,1
3,0,1,1,0,1,0,0,15,14,19,24.4444444444444,9.4,-0.8,-3.12,0
16,1,1,1,0,1,0,0,40,39,40,24.4385964912281,12.4,0.5,1.79,1
9,1,16,1,0,1,0,0,19,9,20,24.4343434343434,8.9,1.4,3.51,1
4,1,14,1,0,1,0,0,11,0,12,24.4285714285714,12.4,0.5,1.79,1
4,1,1,1,0,0,1,0,9,4,16,24.4285714285714,16.2,0.3,-0.92,0
15,1,1,1,0,1,0,0,12,0,12,24.4285714285714,13.9,-0.3,0.79,1
10,1,1,1,0,1,0,0,12,0,12,24.4285714285714,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,14,0,16,24.4285714285714,12.7,3.7,-1.7,1
12,1,1,1,0,0,0,0,9,0,14,24.4266666666667,12.4,0.5,1.79,0
12,1,1,1,0,1,0,1,13,0,15,24.425873015873,15.5,2.8,-4.06,1
9,1,2,1,0,0,0,0,25,25,25,24.4230769230769,15.5,2.8,-4.06,0
17,0,3,1,0,1,0,0,13,7,19,24.4222222222222,16.2,0.3,-0.92,0
6,1,14,1,0,1,0,0,9,0,12,24.4166666666667,12.4,0.5,1.79,1
9,1,1,1,0,1,1,0,7,0,10,24.4166666666667,9.4,-0.8,-3.12,1
14,1,1,1,0,1,0,1,10,0,12,24.4166666666667,10.8,1.4,1.74,1
16,1,1,1,0,1,1,0,10,0,12,24.4,10.8,1.4,1.74,0
15,1,1,1,0,0,0,0,10,0,12,24.4,7.6,2.6,0.32,0
8,1,14,1,0,1,0,0,8,0,10,24.4,10.8,1.4,1.74,1
9,1,1,1,0,1,1,0,10,0,10,24.4,12.4,0.5,1.79,1
12,1,1,1,0,1,1,0,14,0,16,24.4,12.7,3.7,-1.7,1
15,1,1,1,0,1,1,0,10,0,12,24.4,9.4,-0.8,-3.12,1
15,1,1,1,0,0,0,0,10,0,12,24.4,11.1,0.6,2.02,1
9,1,1,1,0,1,1,0,10,0,10,24.4,12.4,0.5,1.79,1
9,1,1,1,0,1,1,0,10,0,10,24.4,16.2,0.3,-0.92,1
5,1,1,1,0,1,0,0,20,8,21,24.4,11.1,0.6,2.02,0
10,1,1,1,0,1,0,0,11,0,12,24.4,12.4,0.5,1.79,1
9,1,1,1,0,1,0,1,10,0,10,24.4,9.4,-0.8,-3.12,1
17,0,1,1,0,1,1,0,10,0,10,24.4,15.5,2.8,-4.06,1
16,1,1,1,0,1,0,0,10,0,12,24.4,10.8,1.4,1.74,1
12,1,1,1,0,1,1,0,14,0,14,24.4,7.6,2.6,0.32,1
14,1,1,1,0,1,1,0,10,0,12,24.4,13.9,-0.3,0.79,1
14,1,1,1,0,1,0,1,10,0,10,24.4,9.4,-0.8,-3.12,1
11,1,1,9,0,0,0,0,10,0,12,24.4,11.1,0.6,2.02,1
14,1,1,1,0,0,1,0,11,10,19,24.3928571428571,7.6,2.6,0.32,0
12,1,1,1,0,1,0,0,14,12,28,24.3846153846154,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,12,0,14,24.3666666666667,7.6,2.6,0.32,1
13,1,1,1,0,0,0,1,10,1,15,24.36,8.9,1.4,3.51,0
6,1,14,1,0,1,0,0,11,2,12,24.3555555555556,16.2,0.3,-0.92,1
10,1,9,1,0,1,0,0,25,20,29,24.3441558441558,7.6,2.6,0.32,1
5,1,14,1,0,1,1,0,12,7,16,24.3428571428571,16.2,0.3,-0.92,0
10,1,1,1,0,1,0,0,28,20,29,24.3380952380952,9.4,-0.8,-3.12,1
16,1,3,1,0,1,0,0,25,22,29,24.3376623376623,7.6,2.6,0.32,0
12,1,1,1,0,1,0,0,14,0,15,24.3358928571429,11.1,0.6,2.02,1
9,1,1,1,0,1,0,0,10,0,10,24.3333333333333,16.2,0.3,-0.92,1
5,1,1,1,0,1,0,0,12,0,12,24.3333333333333,7.6,2.6,0.32,1
17,0,14,1,0,0,0,0,4,0,10,24.3333333333333,15.5,2.8,-4.06,0
14,1,1,1,0,1,1,0,4,0,10,24.3333333333333,7.6,2.6,0.32,0
14,1,1,1,1,1,0,1,10,0,12,24.3333333333333,11.1,0.6,2.02,1
14,1,1,1,0,1,0,0,9,0,12,24.3333333333333,13.9,-0.3,0.79,1
4,1,1,1,0,1,1,0,11,0,12,24.3333333333333,11.1,0.6,2.02,1
15,1,1,9,0,1,0,0,12,0,12,24.3333333333333,12.7,3.7,-1.7,1
9,1,1,1,0,1,0,0,7,0,10,24.3333333333333,7.6,2.6,0.32,1
3,0,1,1,0,1,0,1,11,0,12,24.3333333333333,15.5,2.8,-4.06,1
17,0,1,1,0,1,1,0,17,13,20,24.3333333333333,9.4,-0.8,-3.12,1
11,1,1,1,0,1,0,0,20,11,26,24.3333333333333,9.4,-0.8,-3.12,1
4,1,14,1,0,0,1,0,4,0,12,24.3333333333333,13.9,-0.3,0.79,0
14,1,1,1,0,1,0,0,6,0,10,24.3333333333333,7.6,2.6,0.32,0
10,1,1,1,0,1,0,1,10,0,12,24.3333333333333,12.4,0.5,1.79,1
3,0,1,1,0,1,0,0,12,0,12,24.3333333333333,12.7,3.7,-1.7,1
16,1,1,1,0,0,0,0,6,0,12,24.3333333333333,15.5,2.8,-4.06,0
15,1,1,1,0,1,1,0,9,0,12,24.3333333333333,7.6,2.6,0.32,1
10,1,1,1,0,1,1,0,12,0,12,24.3333333333333,12.4,0.5,1.79,1
11,1,1,1,0,1,0,1,12,0,12,24.3333333333333,12.4,0.5,1.79,1
6,1,1,1,0,1,1,0,9,0,10,24.3214285714286,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,10,0,14,24.32,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,14,0,16,24.32,10.8,1.4,1.74,1
12,1,1,1,0,1,1,0,15,0,15,24.31875,13.9,-0.3,0.79,1
6,1,1,1,0,1,0,0,10,0,10,24.3142857142857,9.4,-0.8,-3.12,1
4,1,14,1,0,1,1,0,11,0,12,24.3142857142857,12.4,0.5,1.79,1
10,1,1,1,0,1,0,0,12,0,12,24.3095238095238,11.1,0.6,2.02,1
15,1,1,1,0,1,0,1,12,0,12,24.3095238095238,15.5,2.8,-4.06,1
4,1,1,1,0,1,1,0,23,12,24,24.3076923076923,15.5,2.8,-4.06,1
14,1,1,1,0,1,0,0,9,0,10,24.3,7.6,2.6,0.32,1
6,1,14,3,0,1,0,0,7,0,12,24.3,12.4,0.5,1.79,1
9,1,1,1,0,0,0,0,9,0,10,24.3,9.4,-0.8,-3.12,0
9,1,1,1,0,1,1,1,9,0,10,24.3,12.4,0.5,1.79,1
9,1,1,1,0,1,1,0,7,0,10,24.3,8.9,1.4,3.51,1
15,1,1,9,0,0,0,1,11,0,12,24.3,10.8,1.4,1.74,1
6,1,14,1,0,1,0,0,31,20,31,24.2948717948718,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,1,12,0,14,24.2857142857143,12.4,0.5,1.79,1
11,1,1,1,0,1,0,1,12,0,12,24.2857142857143,8.9,1.4,3.51,1
10,1,1,1,0,1,0,0,12,0,12,24.2857142857143,12.4,0.5,1.79,1
15,1,1,1,0,1,1,1,10,0,12,24.2857142857143,15.5,2.8,-4.06,1
7,1,1,1,0,1,1,0,12,8,18,24.2857142857143,9.4,-0.8,-3.12,0
9,1,1,1,0,1,0,1,8,0,10,24.2666666666667,9.4,-0.8,-3.12,1
4,1,14,1,0,1,0,0,10,0,12,24.2666666666667,12.4,0.5,1.79,1
16,1,1,1,0,1,0,0,8,0,12,24.2666666666667,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,14,0,15,24.2645833333333,16.2,0.3,-0.92,1
13,1,1,1,0,1,0,0,10,1,14,24.2642857142857,12.7,3.7,-1.7,0
14,1,1,1,0,1,0,0,8,0,10,24.25,7.6,2.6,0.32,1
9,1,1,1,0,1,1,0,10,0,10,24.25,13.9,-0.3,0.79,1
15,1,1,1,0,1,0,1,8,0,12,24.25,10.8,1.4,1.74,1
9,1,1,1,0,1,0,0,8,0,10,24.25,8.9,1.4,3.51,1
3,0,1,1,0,1,0,0,7,0,12,24.25,7.6,2.6,0.32,0
17,0,1,1,0,1,0,0,8,0,10,24.25,7.6,2.6,0.32,1
9,1,1,1,0,1,0,0,8,0,10,24.25,9.4,-0.8,-3.12,1
17,0,14,1,0,1,0,0,11,5,13,24.25,9.4,-0.8,-3.12,1
10,1,1,1,0,1,0,1,12,0,12,24.25,16.2,0.3,-0.92,1
14,1,1,1,0,0,1,0,9,0,12,24.25,12.7,3.7,-1.7,0
9,1,1,1,0,1,1,1,10,0,10,24.25,13.9,-0.3,0.79,1
7,1,1,15,0,1,1,0,5,0,10,24.25,8.9,1.4,3.51,1
15,1,1,1,0,1,1,0,5,0,12,24.25,9.4,-0.8,-3.12,1
6,1,1,1,0,1,1,0,9,0,10,24.25,7.6,2.6,0.32,1
15,1,1,1,0,1,0,0,9,0,12,24.25,9.4,-0.8,-3.12,1
9,1,1,1,0,1,1,0,10,0,10,24.2444444444444,10.8,1.4,1.74,1
17,0,2,1,0,1,0,0,11,8,20,24.2333333333333,9.4,-0.8,-3.12,0
5,1,1,1,0,1,1,0,11,0,12,24.2333333333333,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,1,14,0,16,24.2285714285714,12.7,3.7,-1.7,1
17,0,1,1,0,1,1,0,10,0,10,24.2285714285714,7.6,2.6,0.32,1
11,1,1,1,0,1,1,0,16,5,16,24.2285714285714,12.7,3.7,-1.7,1
10,1,1,1,0,1,0,0,18,16,22,24.2222222222222,10.8,1.4,1.74,1
12,1,1,3,0,1,0,0,10,0,14,24.22,12.4,0.5,1.79,1
16,1,1,1,0,1,0,0,13,0,14,24.2142857142857,13.9,-0.3,0.79,1
12,1,1,1,0,1,1,0,13,0,15,24.2097619047619,11.1,0.6,2.02,1
12,1,1,1,0,1,1,0,15,0,15,24.2053571428571,16.2,0.3,-0.92,1
9,1,1,1,0,1,0,0,27,27,29,24.2032967032967,7.6,2.6,0.32,0
15,1,1,1,0,1,0,1,10,0,12,24.2,12.7,3.7,-1.7,1
9,1,1,1,0,1,1,0,9,0,10,24.2,16.2,0.3,-0.92,1
17,0,1,1,0,1,0,0,10,0,10,24.2,15.5,2.8,-4.06,1
16,1,1,1,0,1,1,0,10,0,12,24.2,7.6,2.6,0.32,1
10,1,14,1,0,1,1,0,20,15,21,24.2,13.9,-0.3,0.79,1
6,1,1,1,0,1,0,1,9,0,10,24.2,10.8,1.4,1.74,1
9,1,1,1,0,1,0,0,9,0,10,24.2,12.4,0.5,1.79,1
11,1,1,1,0,1,0,1,10,0,12,24.2,12.4,0.5,1.79,1
11,1,1,1,0,1,1,0,7,0,12,24.2,7.6,2.6,0.32,1
7,1,1,1,0,0,1,1,9,0,10,24.2,8.9,1.4,3.51,1
3,0,1,1,0,1,0,0,11,0,12,24.2,7.6,2.6,0.32,1
9,1,1,1,0,1,0,0,9,0,10,24.2,8.9,1.4,3.51,1
6,1,1,1,0,1,0,0,10,0,10,24.2,7.6,2.6,0.32,1
17,0,1,1,0,1,0,0,10,0,10,24.2,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,10,0,14,24.18,12.4,0.5,1.79,1
12,1,1,1,0,1,0,0,14,0,16,24.1685714285714,10.8,1.4,1.74,1
10,1,1,1,0,1,0,0,24,28,29,24.1678321678322,16.2,0.3,-0.92,1
10,1,1,1,0,1,0,1,12,0,12,24.1666666666667,8.9,1.4,3.51,1
11,1,1,1,0,1,0,1,12,0,12,24.1666666666667,13.9,-0.3,0.79,1
3,0,1,1,0,1,1,0,12,0,12,24.1666666666667,7.6,2.6,0.32,1
15,1,1,1,0,0,1,1,8,0,12,24.1666666666667,13.9,-0.3,0.79,0
7,1,1,1,0,1,1,0,4,0,10,24.1666666666667,7.6,2.6,0.32,1
15,1,1,1,0,1,0,0,11,0,12,24.1666666666667,16.2,0.3,-0.92,1
16,1,1,1,0,1,0,0,12,0,14,24.1666666666667,13.9,-0.3,0.79,1
8,1,1,1,0,1,1,0,11,0,12,24.1666666666667,11.1,0.6,2.02,0
10,1,1,1,0,1,0,1,12,0,12,24.1666666666667,10.8,1.4,1.74,1
11,1,1,1,0,1,1,0,12,0,12,24.1666666666667,12.4,0.5,1.79,1
5,1,1,1,0,1,0,1,10,0,12,24.1666666666667,9.4,-0.8,-3.12,1
15,1,1,1,0,1,1,1,12,0,12,24.1666666666667,16.2,0.3,-0.92,1
3,0,1,1,0,1,0,0,7,0,12,24.1666666666667,16.2,0.3,-0.92,0
15,1,1,1,0,1,1,0,9,0,12,24.1666666666667,12.4,0.5,1.79,1
11,1,1,1,0,0,1,0,10,6,15,24.1666666666667,7.6,2.6,0.32,0
10,1,1,1,0,0,0,1,8,0,12,24.1666666666667,12.7,3.7,-1.7,0
16,1,1,1,0,1,0,0,7,0,12,24.1666666666667,10.8,1.4,1.74,1
6,1,14,1,0,1,0,0,10,2,12,24.1666666666667,13.9,-0.3,0.79,1
11,1,1,1,0,1,1,0,5,0,12,24.1666666666667,10.8,1.4,1.74,0
12,1,1,1,0,1,0,1,14,0,16,24.1657142857143,10.8,1.4,1.74,1
9,1,2,1,0,1,0,0,24,24,29,24.1608391608392,7.6,2.6,0.32,0
6,1,1,1,0,1,0,0,9,0,12,24.1538461538462,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,9,0,14,24.15,16.2,0.3,-0.92,1
4,1,1,1,0,1,1,0,17,8,20,24.15,15.5,2.8,-4.06,1
5,1,14,1,0,1,1,0,9,7,16,24.1428571428571,12.4,0.5,1.79,0
6,1,1,1,0,1,1,0,10,0,10,24.1428571428571,10.8,1.4,1.74,1
4,1,1,1,0,1,1,0,10,0,12,24.1428571428571,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,14,0,16,24.1428571428571,12.7,3.7,-1.7,1
12,1,1,1,0,1,1,0,11,0,14,24.14,13.9,-0.3,0.79,0
10,1,1,1,0,1,0,1,10,0,12,24.1333333333333,13.9,-0.3,0.79,1
17,0,14,1,0,1,0,1,11,4,12,24.1333333333333,9.4,-0.8,-3.12,1
15,1,1,1,0,1,0,1,12,0,12,24.1190476190476,15.5,2.8,-4.06,1
10,1,1,1,0,1,0,0,16,11,17,24.1111111111111,7.6,2.6,0.32,1
10,1,1,1,0,1,0,1,12,0,12,24.1071428571429,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,0,13,0,15,24.1025,15.5,2.8,-4.06,1
11,1,1,1,0,1,0,0,8,0,12,24.1,12.7,3.7,-1.7,0
15,1,1,1,0,1,1,0,9,0,12,24.1,7.6,2.6,0.32,1
15,1,1,1,0,1,0,0,11,0,12,24.1,8.9,1.4,3.51,1
4,1,1,1,0,1,1,0,18,14,27,24.1,15.5,2.8,-4.06,0
15,1,1,1,0,1,1,1,9,0,12,24.1,10.8,1.4,1.74,1
7,1,14,1,0,1,1,0,5,0,10,24.1,12.4,0.5,1.79,1
4,1,16,1,0,1,1,0,22,12,24,24.0909090909091,8.9,1.4,3.51,1
12,1,1,1,0,1,0,1,14,0,16,24.0857142857143,12.7,3.7,-1.7,1
4,1,14,1,0,0,0,0,6,0,12,24.0833333333333,13.9,-0.3,0.79,0
7,1,1,1,1,1,1,0,7,0,10,24.0833333333333,8.9,1.4,3.51,0
10,1,1,1,0,1,0,0,10,0,12,24.0833333333333,7.6,2.6,0.32,1
6,1,14,1,0,1,0,0,8,2,12,24.0833333333333,12.4,0.5,1.79,1
16,1,1,1,0,1,0,0,7,0,12,24.0833333333333,10.8,1.4,1.74,1
17,0,1,1,0,1,1,0,7,0,10,24.0833333333333,9.4,-0.8,-3.12,0
12,1,1,1,0,1,0,0,14,0,16,24.0828571428571,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,12,0,15,24075.0,12.4,0.5,1.79,1
5,1,1,1,0,1,0,0,11,0,12,24.0666666666667,12.4,0.5,1.79,1
15,1,1,1,0,1,1,0,8,0,12,24.0666666666667,9.4,-0.8,-3.12,1
11,1,1,1,0,1,1,0,11,0,12,24.0666666666667,9.4,-0.8,-3.12,1
2,1,1,1,0,1,1,0,24,23,34,24.0629370629371,11.1,0.6,2.02,1
13,1,12,1,0,1,0,0,13,0,14,24.0619047619048,12.4,0.5,1.79,1
9,1,1,1,0,1,0,1,9,0,10,24.05,9.4,-0.8,-3.12,1
17,0,1,1,0,1,0,1,8,0,10,24.05,10.8,1.4,1.74,1
12,1,1,1,0,1,0,1,15,0,15,24.0232142857143,12.4,0.5,1.79,1
2,1,1,1,0,1,0,0,21,8,23,24.008547008547,11.1,0.6,2.02,1
10,1,14,1,0,1,0,1,12,5,12,24.0,13.9,-0.3,0.79,1
9,1,1,1,0,1,0,1,6,0,10,24.0,8.9,1.4,3.51,1
16,1,1,1,0,1,0,0,10,0,12,24.0,9.4,-0.8,-3.12,1
6,1,1,1,0,1,0,0,7,0,10,24.0,9.4,-0.8,-3.12,1
8,1,1,1,0,1,0,0,4,0,10,24.0,12.7,3.7,-1.7,1
11,1,1,1,0,1,0,0,10,0,12,24.0,11.1,0.6,2.02,1
7,1,1,1,0,1,1,0,6,0,10,24.0,12.4,0.5,1.79,0
5,1,1,1,0,1,0,0,12,0,12,24.0,12.4,0.5,1.79,1
3,0,12,1,0,1,1,0,15,8,16,24.0,9.4,-0.8,-3.12,1
6,1,1,1,0,1,0,0,8,0,12,24.0,12.4,0.5,1.79,1
6,1,14,1,0,1,0,0,9,3,12,24.0,13.9,-0.3,0.79,0
5,1,1,1,0,1,0,0,12,0,12,24.0,10.8,1.4,1.74,1
15,1,1,1,0,1,0,1,12,0,12,24.0,11.1,0.6,2.02,1
9,1,1,1,0,1,0,0,4,0,10,24.0,10.8,1.4,1.74,0
10,1,1,1,0,1,0,0,8,0,12,24.0,9.4,-0.8,-3.12,0
8,1,1,1,0,1,0,0,9,0,10,24.0,7.6,2.6,0.32,1
10,1,1,1,0,1,0,0,9,0,12,24.0,16.2,0.3,-0.92,1
17,0,1,1,0,1,1,0,4,0,10,24.0,12.7,3.7,-1.7,0
8,1,12,1,0,1,1,0,8,0,10,24.0,9.4,-0.8,-3.12,1
17,0,1,1,0,1,1,0,10,0,10,24.0,15.5,2.8,-4.06,1
10,1,1,1,0,1,1,0,12,0,12,24.0,10.8,1.4,1.74,1
6,1,14,1,0,0,0,0,6,3,12,24.0,12.4,0.5,1.79,1
15,1,1,1,0,1,0,0,10,0,12,24.0,11.1,0.6,2.02,1
9,1,1,1,0,1,0,0,10,0,10,24.0,11.1,0.6,2.02,1
10,1,1,1,0,1,0,0,12,0,12,24.0,10.8,1.4,1.74,1
11,1,1,1,0,1,0,1,9,0,12,24.0,9.4,-0.8,-3.12,1
17,0,1,1,0,1,1,0,2,0,10,24.0,9.4,-0.8,-3.12,0
5,1,1,1,0,1,1,1,12,0,12,24.0,11.1,0.6,2.02,1
17,0,1,1,0,1,1,0,10,0,10,24.0,7.6,2.6,0.32,1
15,1,1,1,0,1,0,0,12,0,12,24.0,16.2,0.3,-0.92,1
3,0,1,1,0,1,0,0,12,0,12,24.0,12.7,3.7,-1.7,1
3,0,12,1,0,1,0,1,6,0,12,24.0,7.6,2.6,0.32,1
3,0,1,1,0,1,0,0,7,0,12,24.0,16.2,0.3,-0.92,0
11,1,1,1,0,1,0,0,12,0,12,24.0,13.9,-0.3,0.79,0
15,1,1,1,0,0,0,0,12,0,12,24.0,10.8,1.4,1.74,0
12,1,1,1,0,1,0,0,12,0,14,24.0,7.6,2.6,0.32,1
16,1,1,1,0,1,0,0,10,0,12,24.0,10.8,1.4,1.74,1
11,1,1,1,0,1,1,0,6,4,12,24.0,7.6,2.6,0.32,0
15,1,1,1,0,1,1,0,12,0,12,24.0,12.7,3.7,-1.7,1
3,0,1,1,0,1,0,0,10,0,12,24.0,9.4,-0.8,-3.12,1
7,1,1,1,0,1,1,0,3,0,10,24.0,7.6,2.6,0.32,0
3,0,1,1,0,0,0,0,8,4,15,24.0,8.9,1.4,3.51,0
14,1,1,1,0,1,0,1,10,0,12,24.0,12.4,0.5,1.79,1
16,1,1,1,0,1,0,0,5,0,12,24.0,12.7,3.7,-1.7,0
6,1,1,1,0,1,0,0,8,0,12,24.0,11.1,0.6,2.02,0
3,0,1,1,0,1,0,0,12,0,12,24.0,10.8,1.4,1.74,1
12,1,3,1,0,0,0,0,6,6,14,24.0,13.9,-0.3,0.79,0
16,1,1,1,0,1,0,0,12,0,12,24.0,10.8,1.4,1.74,0
13,1,1,1,0,1,0,0,14,0,15,23.9928571428571,12.7,3.7,-1.7,1
12,1,1,1,0,0,1,0,9,0,14,23.9925,11.1,0.6,2.02,0
12,1,1,1,0,1,0,0,14,0,16,23.9771428571429,10.8,1.4,1.74,1
9,1,2,1,0,0,1,0,21,21,29,23.9722222222222,9.4,-0.8,-3.12,0
12,1,1,1,0,1,0,0,12,0,14,23.9666666666667,16.2,0.3,-0.92,1
